omg omg just followed me back	positive
got bitchslaps by us on fb hahahahaha	positive
just glad i only have two lessons tomorrow	positive
off to the pub	positive
to palma with my siss	positive
woke up shattered but with no headache or dry mouth and confused why i feel rough from last night oh yeah i was sober	positive
rob has said be there tom missed his voiced	positive
yess new tv	positive
free willy bloody brilliant film	positive
church is always a beautiful place to be	positive
thank u my tita u really love me na talaga ahh	positive
finally everything is sorted after god knows how many months	positive
waking up at this time makes my days go quicker theres only half my day gone already	positive
more like	positive
my birthday was a success	positive
someday someone will walk into your life and make you see why it never worked out with anyone else foundmine	positive
i want april to hurry up alreadyy mybirthdaynearlysummerboyfriendback	positive
finally sleep time home sweet home	positive
happy over 200 followers in less than 2 days	positive
driving back to home	positive
all smiles todayy	positive
cause everyday im shufflin	positive
happyy thankk youu so muchh	positive
wait to see everyone back at uni megaexcited	positive
4 miles done beat my time	positive
jgh from an afternoon with ae	positive
omg aston is on got to dance tonight woo normally on a sunday i have nothing to do now i do exicte	positive
surprised i have a hangover this morning with the amount of different random drinks i was drinking last night	positive
ah just got street dance competition results i got thru yaay i get to dance in liverpool now wheey	positive
waking up to the end of the lockout	positive
understand myself sometimes notmewhatdoidoscare	positive
on route to watch mansfield play liverpooll with craigy	positive
rt for a shoutout have to be following but follow back	positive
falling into place slowly	positive
up slept 11 hours	positive
that was a good night	positive
had an amazing year last year even tho start of the year was bad met some amazing people got some people who lost back	positive
last night with the whole crew together was a success but not time to pack up everything and move	positive
sometimes its all about the simple things in life conten	positive
successful operation ni mama at madaldal na ulit	positive
the lockout is over nhl	positive
just back after another lush bike ride feelinggoodopmassive	positive
drunk and feeling good	positive
confident the will get a win today of guys will be putting in that extra effort to join the big show	positive
you make me	positive
movies and cuddles sounds like a perfect day to me	positive
amazing beginning to 2013 been sticking to my workouts i love fresh starts 2013f	positive
cranleighrfcu9srugby working on running and passing today at times it was like watching the barbarians	positive
what will today bring foodgoodcompan	positive
nhl is back bestnewsever letsgowingsdetro	positive
work lockout is over yeah buddy	positive
un bon macdoo	positive
got excited about the fact we built two new planters in the garden and planted onions definately reached middleage	positive
this could be nothing but willing to give it a try	positive
my bff is finally allowed to learn to drive after a long year and a half enjoywatchoutdrive	positive
when you spoken to someone in ages who you used to be best friends with and they pop up	positive
but be yours if be mine	positive
never been so pleased to see my bed heaven	positive
got the job at neveah	positive
on the train to philly wifi yess	positive
on my way home did a lot of shopping	positive
when someone says you just made my day it makes my day	positive
pub dinner with my girl	positive
going back on contract with nokia woo mine and the iphones relationship was over before it began	positive
pantoshowtimesuch great seats and for free	positive
morning ppl give thx 4 another day blesse	positive
so excited for this year its gunna be good	positive
the highlight of my winter break is getting with someone i never expected and passing my driving test getting my driving license	positive
no more nhl lockout like a little boy on christmas day	positive
i have a fuck buddy	positive
we got the key officially a jubail resident now	positive
just bought myself an ipad mini	positive
bys i hate to get you all excited this early the morning but santa just came nhl is back there is a god weoopumpe	positive
love my new phone	positive
new found love	positive
good game of rugby today nice to play again scored 2 good trys	positive
wifi on the plane	positive
rank why have you been there and got test for pgce tomorrow then back home no lectures till 21st	positive
new job new apartment back in the gym i love this	positive
gonna destroy this day for me hopefull	positive
i ve decided to focus on just being happy even if licking sugar is d only steady sure way so be it	positive
yeye i went through hell earlier but now finally better yaay	positive
going fish pot for breakfast	positive
i have any idea about this until i read a tweet now explained no enough basis to prove that shipping	positive
nhl lockout is over deadly bring on the hockey games hocke	positive
did you love time if so love london 2012 what if cuddle up to this goodread	positive
things seem to be finally going right	positive
finally own account now i have to pay attn to the mb20 acct and the incessant tweeting of lyrics	positive
i can finish my wg now	positive
tea biscuits honey i shrunk the kids	positive
ayayay 3eeks not long now until we go to txf tour to see excite	positive
every second of madness is a waisted second of happiness	positive
rt every second of madness is a waisted second of happiness	positive
so excited about getting my laptop fixed can finally watch twitcam	positive
a tip for follower follow a bunch of people hi go on there accounts a lot and then give them day your followers	positive
yay have to go	positive
great to see you back	positive
double episodes of and then season opening of glee could tonight get any better hurryu	positive
finally naabutan din kitang onlyn	positive
wanna say happy bhday to my little bro who is 2 today lotta love for him	positive
super fine na hohoho	positive
on new blackberry playbook	positive
my birthday and season 3 of downton abbey premieres tonight coincidence i think not	positive
going for a long walk with daddy daddydaughte	positive
at least still laughing	positive
raining yey rain	positive
the lockout is over finally waited so long to hear this	positive
i just have up cleaning the other car so i still got a tenner	positive
i got told i look like mitzee helen flan and marilyn monroe last night	positive
coming to look after me	positive
finally finished my personal statement	positive
demain sortie de kiss you	positive
had a good spring clean in the house an roast is on cleanfre	positive
got my first car today	positive
i feel good for only sleeping a few hours	positive
jgh from town	positive
baby is gone i love him a lot like a lot a lot	positive
mon papounet arrive jvai acheter mon new telephone	positive
mashed in on brewday having a liitle watch of the guthriegovanmarcominnemanthearistocratslive dvd and trying our new saison	positive
yee hockeys back	positive
im so happy im going to be going to the day shift no more being up all night	positive
be happy be who you want to be if others like it let them be as the saying goes happiness is a choice	positive
done everythings is done dance	positive
ive never had this feeling before	positive
well my temporary tire fix failed but at least it waited till i got home from a great night	positive
got some sweet new gloves for my birthday	positive
3m bonded over whatsapp i guess yay	positive
yes de ma classe qui me file les du dm ameen	positive
i love waking up sick but on the bright side only 4 more days	positive
so many nice people out there thankyou	positive
best text yet	positive
en route to footie first stop starbucks goodsun	positive
good mama bear loves you smile	positive
re les maths fini	positive
legally blond another fantabulous movie	positive
one more performance or whatever you call it back tp running with my team next week	positive
mass fun and yummy ice cream date to end this break	positive
why would i be jelly of having to deal with mood swings today lol i try to keep that shit on one side	positive
mention walk to my dog a totally different dog haha	positive
elton john is playing in my work	positive
today is a good day	positive
moments when literally laughing out loud	positive
off to get turner i wait to see that face 10 days is too long	positive
marbella marbs puerto banus marina champagne ocean club sala beach nikki beach aahh my birthday celebrations in marbella again	positive
new year was awesome thanks to everyone that has followed me so far	positive
wow just woke up not had a lie in like this in years	positive
first day of 2013 classes tomo ready ready readyy	positive
remembering my science revision through one direction songs woww cleversmartlovemu	positive
whaay just ordered 3more and a poster	positive
newyearnewthings come into my life	positive
i love when some people are just very easy to talk to refreshing	positive
woopwoop hair is now dark brown just like the box said	positive
actually smiling today	positive
yess fener heeft belhandaa	positive
finished work 2 weeks off now	positive
wait to see everyone today	positive
tonight is the twelfth night	positive
what a gorgeous day sunshine pancakes and exciting decisions to make topped off with large family roast later excite	positive
feels good too be back in the gloves	positive
found my wrinkle cream	positive
father ted in bed	positive
knowing i can stay in bed tomorrow and woke be gettin up at	positive
my new 8 channel interface is up and running now and also installed a newer version of pro tools musicproductionaudio	positive
i mention his name in every tweet that i tweeted	positive
yay no parents my life is half complete somuchwin	positive
boom dia amores	positive
1st weekend of the year complete chilledfre	positive
literally i just bought a beat from and i received it instantly now that is cool	positive
lockout is over hockeygirl	positive
happy haft to go to school today	positive
so happy my fringe is back i feel like me again	positive
had suucha good day night yesterday	positive
forever lange trance	positive
2 months pregnant and i even know till today	positive
i really wish the steelers were in the playoffs but thank god the hockey lockout is over	positive
clean up get ready then pub lunch cocktail	positive
going to bed in a good mood and waking up in a good mood	positive
it seems that today a lot of old friends are messaging me aww	positive
fuck this i give up	positive
birthday princess finally 15 excite	positive
been with robbie 20 months today	positive
in a really good mood today	positive
going out for dinner with perfect end to christmas	positive
formula one followed me i am so	positive
nandos with and lucie	positive
appreciative to be able to teach kids	positive
yay finally nomorelockouthocke	positive
back at uni	positive
lockout is over sweet about time mademy	positive
sinon sa me fait moins mal	positive
lockouts over hocke	positive
7 days left for that big event and 10 days left for that biggest event mixedemotion	positive
costa with	positive
qualified for nationals	positive
the mood in i be bothered with anything or anyone	positive
waking up to kisses breakfast in bed goodmorning	positive
waking up happy because you remember something that was said to you last night iloveyou	positive
full custards all round	positive
samedi reprise de la danse ouuii cc	positive
seeing someone living a lie being happy is quite ironic but if the plan was just an ideal of a person i guess my job is done here	positive
hearing good things about annayumrasoolumgreat stuff rajeev ravi fahadh faasil and andrea	positive
swear to god i am one lucky girl	positive
getting good morning texts so cute morning	positive
a smile is a curve that sets everything straight payitforwardgratitude	positive
having a nap on the sofa with my little prince	positive
its made my day and year	positive
just found a mini bag of haribo at the very bottom of my handbag	positive
ooh new boots time to start planning an outfit around the boots	positive
off for a nice walk with the family loveholidays	positive
waking up to find out the lockout is over made today a little more bearable finall	positive
i wait for kiss you musicvideo it comes out tomorrow excite	positive
montella proud that rossi chose fiorentina the viola boss newsnursetipsgeminidoctorsb2binnovative	positive
clothes straight out the dryer sonicew	positive
on its way	positive
bought new things from glorietta	positive
really nice to see the fam special bunch hanging with the girlies now settling back into leeds life	positive
2013 will be a year full of new albums	positive
yes yes yes lockoutove	positive
lying in comfortable blanket wid room heater on enya playing in background hot chinese noodle soup nd with ipad and 9gag	positive
love shopping for my new job dressesandheelssophisticate	positive
lots to do today but in a great mood	positive
just ate some delicious red strawberries from costco nothing tastes better than great strawberries in the middle of winter	positive
stand by me is on this afternoon that plus citvcitvoldschoolweekendhas made this the perfect weekend of tv	positive
but all of that shit is gone now	positive
feels so good to wake up hangover free not tired	positive
rakuzen for lunch crab for dinner so full now	positive
god bless you yours waves of smiles laughter joy peace lots of huge hugs and love	positive
im getting my braids back	positive
just bought a new jumper and a dip dye tshirt	positive
he told me he loves me	positive
his voice the last thing i want to hear before i sleep	positive
omg hockeytime letsgoredwingsredwing	positive
made it to church	positive
extremely excited for this week	positive
to think has retweeted me like 3 times now and follows me	positive
woke up to some great news nhl	positive
the typing up of this essay is actually going pretty well nearlydone	positive
cuddling up with marshmallow and cosmos	positive
love the feel of new uggs	positive
wow i feel tired like always	positive
hockey is back	positive
yeah but your alright so okay	positive
so glad i get to play hockey on this glorious day theendnhllockoutnhl	positive
today is our life such a frothy mess and yet it always makes me	positive
my one only lovecontente	positive
school can gtfo photographyforever homeforever	positive
in a good mood thinking i only had a few hours sleep	positive
my babe spent the night again it was a great night i love him foreve	positive
i think goin to dc again this year	positive
got a new case	positive
it feels unbelievably good to be back can not wait for term two	positive
lunch with the bestest lovel	positive
wow lockout is over and got a inch of snow	positive
yaayy i got my laptop back	positive
sunday morning ok friendshipsmile	positive
found a cadbury creme egg in january knew you could find them all year round	positive
watching the documentary happy and making me cry	positive
gonna join acting classes hehe excitednervou	positive
found a cadbury creme egg in january	positive
good morning florida	positive
kellyville bound day2wishmeluck	positive
made my day mate	positive
spending money like n ne business	positive
watching the notebook and slow dancing perfectnigh	positive
lunch cheese and onion sandwich wotsits and doritos	positive
nhl season saved lockouts over	positive
lockout is over	positive
hello sheffield you absolute babe	positive
i spoke to two new glutenfreecustomers yesterday afternoon and both went away with gluten free by the sea business cards	positive
you know who i am now just who i use to be and okay with me because your apart of who i use to be not who i am	positive
best nights sleep i had in months	positive
so far so good	positive
so happy that hockey is finally back	positive
they reached an agreement last night nolieabouttime	positive
good night sunday tomorrow is another day to spare	positive
the nhl lockout is over finall	positive
good though sorted out the music on my phone now i can listen to blink mumford arctic monkeys green day etc	positive
found back my ipod touch after 3 and half months lost somewhere in my house	positive
pm boarding for australia wicke	positive
woke up to find out that the lockout is over perfect way to start my day	positive
woohoo lockouts over cell	positive
laying on the floor with my son watching our favorite show just enjoying life spongebobsquarepan	positive
i know right i woke up and was like what omg no way yes	positive
dear right now in sex mode hopefully later on we can get back to having a normal relationship	positive
love how me mam and dad have a gym beauty salon and sunbeds sortedlove	positive
and its been super good day to me so far	positive
just been drenched by a car and even phase me in slightest on cloud 9 today the smile budged easily	positive
la vie est belle	positive
busy post processing family pix	positive
someone turning 15 tomorrow and another one also turning 14 tomorrow	positive
bought some 1d magazines today	positive
got food	positive
i love having a space heater in my room it makes everything perfect	positive
church church church wait	positive
i really want to tweet something happy but i find the words complete	positive
enjoyed my rd did my sunday chores went to church and now watching movies	positive
turning out to be a pretty good sunday	positive
family time dad mum stepfather sisters and brother in law	positive
yaay hockey is gonna be back on	positive
i got a rt off eorl hahaha giddy aunt	positive
my birthday gift from team india finally they won one at least	positive
what amazing sleep after so long	positive
my nails look so pretty since they grew	positive
finally a reason to hang out at bars lookin sports cute and more reasons to visit dc	positive
pumped to get back to my roomies today 109college	positive
church flow praisethelordheis1	positive
woke up to find out there is gonna be a hockey season	positive
yee reweded webside finally was opened	positive
yayayyaya hockey is back	positive
been reunited with some of my family already just waiting for the rest to come cannotw	positive
been soo long i miss you twitter tiredslee	positive
one month yestimeflie	positive
sunny day and 15 degrees here in france awesome only one song left to record for our new coexistencealbum a storm is coming	positive
hockey is not locked oit anymore	positive
about to get ready for this work day then the evening with my sweety lovehi	positive
there was no funny talk after you left last night promise looking forward to spaghetti night with my beautiful daughter	positive
i finally have time to visit a japanese course	positive
good win for cowes yesterday and a goal for me	positive
packing to go back to manchester had a lovely christmas and new year	positive
actually managed to revise a lot on the train	positive
eekk seeing the hubby today yay loveyouexcite	positive
still trying to figure out if yesterday was a dream but then reading mine and s conversation just made me realize its not	positive
happy to be with my family while watching ggvlaughtogethe	positive
this time tomorrow i could have my first niece or nephew in my arms	positive
dont worry be happy	positive
i agree i am boring however i have lost 6lbs since thursday so no way gonna stop now	positive
i come home today yay ready to see all my hays and ellis family	positive
essay typed and printed didnttakelong	positive
okay people in thee housee starting too wake up	positive
so naughty ifonlypeopleknewcheekysmiling	positive
just spent 4 hours in mansfield gen well worth the early start	positive
demain on reprend en stage	positive
hockey is finally back nhlgameonlockoutoverfinall	positive
i love waking up to happy birthday text messages 15birth	positive
ohh the joys of waking up on sunday morning churchlovego	positive
lovely african remember yersterday but soo sleepy today reunitedgettingoldgoodtimesaf	positive
finding out you have an extra week to finish coursework	positive
off to the driving range golfsunny	positive
finally have a fully working laptop canactuallydosomething	positive
not only does cracker barrel have the best pancakes around their coffee is the exact temperature it should be for maximum enjoyment	positive
hi back oh yeah	positive
a brand new day make it wonderful	positive
see isang tweet lang ni sumaya na lahat yiee we love you pogi	positive
le mcdo arrive chiken big tasty nhmm	positive
nice convo with ate earlier	positive
looking forward to spending time with a certain someone smile	positive
listening to im your man on heart radio heard this one in a while	positive
lockout time for some hockey nhlnhllockoutoverabouttime	positive
omg my sisters are engaged	positive
everybody starting families imma bout to start mines	positive
gotta remember what you deserve	positive
you still look good thanks for making me smile mademynigh	positive
no fucking way is the lockout over	positive
watching 30 years of citv memorie	positive
home thank you lord happy epiphany	positive
lovely coffee with mum and dad notsopessi	positive
well done at eldon square glasses fixed for free an excellent service all round	positive
crazy how being in a good mood changes everything	positive
2013 starting off good knowing who i need in my life and who i	positive
setting up my iphone was alot of work gladimdoneiphone	positive
so now i have billy disc	positive
lockout is over hockeypuck	positive
off to the airport finally coming home	positive
i know parkway drive had a new album out a few months ago	positive
hockey is back abouttimenoneofmyfollowerscarebutyeahhockey capsye	positive
quality fitness training sesh with the lads on the beach	positive
bettman has been smitten and there is chel	positive
waking up hearing that the lock out is over is the best morning ever	positive
things are looking up	positive
gilded age still not quite there yet but held well for 3rd luckily i had a small one on romney marsh	positive
imma sleep comfyinstadailyinstagoodbedloveinstagramerstiredsleeppillowsbedtime	positive
no more lockout nhlblackhawksseason	positive
ahh hockey in the air	positive
when your mum decides to stay home so your not alone all day	positive
so content with life right now keepitu	positive
aa	positive
practice today then back to brantford tomorrow oh yea and i get to spend more time with today	positive
always try to keep warm and ya india won	positive
it seriously was so rare to see a good movie these days	positive
i stop smiling because of you ikaw kc eh those words are magical	positive
clueless is on	positive
and i am officially the only child in my house until wednesday night woohoo	positive
so happy the lockout is over lovehockeycanadianspo	positive
really happy right now just thought let you know oh world of twitter	positive
woke up sick to 23 texts about the nhl	positive
being called a princess before you go to bed makes you feel pretty special waking up in a good mood	positive
if liveing with out you is the only way i can have a pice of mind then so be it i just wanna be	positive
hahaha thanks for the advise	positive
feelz gud to tok to grany woow	positive
yay its my birthday im finally 14	positive
hells yea finnally 18 years old birth	positive
happy 18th birthday joesph i love you bebe birthdaypartylove	positive
for once i actually feel tired it feels so strange i remember a day since starting 6th form when i felt dead	positive
charming tho ouatfeel	positive
best news ever this morning hockey is finnally backk flyersfuckrigh	positive
had a much needed night to ourselves last night love my man so much blessedperfe	positive
i wish i had the voice to shout and scream with celebration with a tenative agreement being reached so excited that hockey is back	positive
funny how quick things can turn around 0	positive
robby krieger and ray manzarek coming to india whoa	positive
yes the guy that looks like james carville is singing in church today itsthelittlething	positive
excited excited excited	positive
thank you god for letting me wake up today not waisting time anymore imma enjoy it as if it were my last	positive
waking up to the lockout over	positive
at my moms and all is right with the world	positive
lockout is finally over imso	positive
so excited i start work today	positive
jenny watts for lunch	positive
i even care about going back to school tomorrow just cause the lockouts over fuckye	positive
got an espn notification saying the lockout was over hocke	positive
no work	positive
had a lovely weekend with my boyfriend and the family lovefamilyboyfrien	positive
best way imaginable to start off my day	positive
on my way	positive
youhouu new video is for tonight	positive
our conversation last night best covo ever i love her so much always giving a smile on my face herlove	positive
today looks like a great day	positive
come home to find my new onesie has arrived	positive
i finally get to watch hockeyy bruinsnhl	positive
made my day	positive
my cousin told me i was his favourite prou	positive
well finally got some sleep great start to this week	positive
i wait to see the look on face when josh walks in the church doors he been to our church for about 5 months	positive
all shopped out and still got money left in my bank	positive
like normally when i text guys just being nice but you you i actually enjoy talking you tru	positive
this my last semester in high school	positive
two years with nick i lovee youu	positive
two more days and i can put in the new tunnels my mom bought me	positive
happiness is not a destination it is a method of life	positive
back in ottawa secondhome	positive
getting unexpected texts from people that used to mean so much to you is amazing	positive
a public happy birthday to my brother followsundaybirth	positive
today i woke up with the biggest smile on my face yesterday was a great day	positive
as much as i want to buy tickets to a nhlgame i promised my little cousin to see a game together wait to tell him today	positive
down side to this break ending is having to go to school tomorrow up side is comes home in 2 days	positive
i had the greatest break ever everyone i spent time with made it amazing and not over yet gonna see today woo hoo	positive
the happiest girl ever right now cuddling with my man and just found out nomorehockeylockoutnhlcuddlinglove	positive
almost home crossingfinall	positive
got my case of water	positive
she loves it	positive
mi fiesta for lunch with my little fam	positive
i was up cuz my mom told me there is gunna be a hockeyseason after all	positive
today is the day i wait to see sam	positive
your going to be a father if your serious congrats	positive
woo been on the scales to see how much weight i had put on over christmas and iv not gained 1 pound resul	positive
had a really good night i deserved it	positive
nothing better than waking up with jake gone knowing he wont be back for another 5 months no longer stressed	positive
finally i can watch my sens again	positive
been my morning walk up the greeny back in my jammies doing my nails watching mean girls	positive
nice chilled day then think a will walk home later	positive
surrounded by magazines novels	positive
woke up in the greatest mood	positive
got a lovely paul frank friend	positive
first 9 holes of the year winter tees but taking that all day hopefully keep that up for the season ahead	positive
up n getting ready for church with the husbend baby shower n hanging out with my best friend	positive
happy im starting to appreciate music again	positive
this will be my last week of school until january 23 rd	positive
pistons game tonight pistonsbasketball	positive
puro the best ang sunday nato zulueta chardawnonggv danielpadillaonsarahglive	positive
laban audition seeing a great weekend	positive
just opened youtube to see that has uploaded a new vlog	positive
tomorrow is my birthday o	positive
my tl is getting matured cos all dose small small girls on my tl are back to skul	positive
so thankful for the people i have in my life	positive
what i needed to hear	positive
	positive
with a smile so cute and a kiss so sweet no way not gonna fall datenightperfe	positive
nhl hockey go wings	positive
finding out my insurance is only going to cost for the year has to be one of the highlights of my day	positive
albie is my favourite person hahaha best person to cheer you up garlic poopoo head nephew	positive
nhlis finallyy omg yess huge hockey fan and used to play so like freakin outt who hoo	positive
the last week sadand	positive
naturally i wake up and it is snowing in leb winterwhen it snowing in leb lamegetting from the airport today	positive
very happy this morning then i checked my bank found out i have happy times now to do some shopping	positive
at least i have an early shift	positive
tweet tweet just bought a new bed	positive
i have spent the last 2 months planning the benefit i just woke up feeling fantastic that everything is finished it went well	positive
just 3 days	positive
february 4	positive
definitely not what i expected but i refuse to give it up	positive
my uggs made it pass the first day	positive
i had the best dream ever about last night	positive
first time it rained in like a month	positive
going to leave soon as soon as dad is ready sadand	positive
i had the best night last night damn	positive
going to ride my ponies	positive
last minutes in spa driving home soon	positive
yayy my mum said i could go to starbucks and get a peppermint hot chocolate	positive
my football team won today well done boys not that any of them will see this but still	positive
nhllockout over nhllockou	positive
wait to spend the rest of my day with	positive
top track musichousemiguelcampbell	positive
checking your bank finding out been paid early resultbonu	positive
11 days till my birthday	positive
i know i say it often but i absolutely love where life has gone this past year my best friend became my boyfriend and wonderful kids	positive
perfect time situation	positive
finally to relax and work on the vocals for the new songs blessedexitedartisttalk	positive
i think happier then my stepdad that nhl is back exite	positive
naman ang saya since la diva started this was a dream song mwaah thankyou	positive
work today yay i have to close tonight	positive
best night of sleep in a long time	positive
lovely round of golf now to chill	positive
i went shopping yesterday	positive
finally getting round to watching series 1 of doctor who again got a cup of tea and a cheese and ham toastie	positive
had a awesome weekend	positive
double the session double the fun split training session today	positive
kiss you tomorrow	positive
hockey hockey hockey hockey hockey	positive
asda finally have peach juice atlastfavouritejuice	positive
i had the best night last night damn	positive
yay mcdo for breakfast	positive
tomorrow i love you ya tomorrow	positive
gibbs hahaha yess had a great game	positive
felt like a great start to the new year this morning such a great church family i feel so blessed to be the pastor	positive
starting full time at work tomorrow whoo kindaexcite	positive
no more lockout nhl flye	positive
were finaly going to get a hockey season lockoutove	positive
manila im coming home thank you for the great recharging session iloilo monday its gonna be a loadful of productivity	positive
naman ang saya since la diva started this was a dream song mwaah thankyou	positive
not going to bed was all worth it	positive
and in the end everything comes together	positive
church starts the day off right blesse	positive
time to tan again ye	positive
we booked this cruise a year ago and now its less than a month away	positive
coming over today	positive
oh yeah demain je commence a 10h	positive
new penguin case for my phone	positive
amazing time in london bigbenlondoneyeredbustourcoldcwtchedu	positive
lovin this whole single thing	positive
so amazing feeling when you can do sth good for your friend my heart sings	positive
it has never felt so good to finish work cuppateadre	positive
the avengers glittery nail varnish and a cup of tea only one person would appreciate this as much as i am	positive
unintended purchases today new shoes and some dvds	positive
stop laughing	positive
dit nummer verveeld nooit nothingisimpossible	positive
you were meant for me and i was meant for you bestnighteve	positive
et maintenant mes maths	positive
lifeteen mass and lifenight tonight so glad to see my lifeteen friends wait	positive
if everyday could be like today	positive
mybestiesalway	positive
finally the nhlplayers can get to what they are best at and work so hard for lockoutovergameonhocke	positive
birthday coming up	positive
is comin over today	positive
love sunday in the morning	positive
thank god dick does nt do period	positive
ordered my ipad	positive
sun shining at the end of a storm	positive
ahh for my birthday my mom just said i get to take 3 friends to a syracuse game	positive
pretty happy ill get to see a lightning game again when in florida	positive
thank god dick does nt do period	positive
finally doing me and it feels so good	positive
thank god lockoutt is over	positive
being a bitch to stupid people who cant spell or use puncuation is fun at times beingabitchtostupidpeoplegreatdayto	positive
i have a feeling that going to have a good day today	positive
in such a good mood omg	positive
sometimes you just know	positive
watching spongebob eating ice cream	positive
we never finished the movie though have to finish it sometime webothknowhowitendsboyfriendgirlfriendtime	positive
passed my grade 6 piano yaay relieve	positive
went to bed happywoke up happytime to be	positive
getting cute texts off the best friens always makes me smile	positive
another long day unpacking my home	positive
i feel that tired for once and i actually have energy omg this is cray	positive
no homework to	positive
night sundaytireddaytimessquaredinnerfamil	positive
boy did i pucking missed you hockey dontdoth	positive
i did it	positive
goodmorning everyone hope everyone had a good day today	positive
just hit the sales got a sexy new coat and celebrated in bugger king	positive
the most important thing is that there is going to be a nhl season	positive
nothing to do all day notcomplaining	positive
actually going to get my iphone today	positive
great day lock out is over back in alma get to see all my loves	positive
goodmorning everyone i hope everyone has a good day today	positive
seryoso na logging out na ako sa twitter fb and ig goodnight beautiful world	positive
we start hogwarts school	positive
and nhl hockey is back	positive
quality game that was	positive
that moment when life turns out to be better than you expected	positive
finally the nhl is back	positive
jai retrouver mon tee shirt superman yes	positive
